outage,earliest,latest,possible_duration_hours,probably_ended,min_estCustAffected,max_estCustAffected,region,latitude,longitude
684944,1572155413,1572280822,34.84,1,1,1,Pleasanton,37.68147,-121.91012
684945,1572155413,1572312628,43.67,1,1,1,Gilroy,37.03547,-121.51351
684946,1572155413,1572307834,42.34,1,18,18,San Jose,37.24667,-121.76196000000002
684947,1572155413,1572303743,41.2,1,1,1,San Jose,37.22139,-121.78199
684948,1572155413,1572162013,1.83,1,1,1,San Rafael,37.96232,-122.5038
684949,1572155413,1572283828,35.67,1,1,1,San Carlos,37.49556,-122.26873
684950,1572155413,1572301123,40.48,1,305,305,Berkeley,37.88605,-122.26628999999998
684951,1572155413,1572295150,38.82,1,27,27,Saratoga,37.24075,-122.00533
684952,1572155413,1572163826,2.34,1,1,1,San Rafael,37.97167,-122.51362
684953,1572155413,1572162013,1.83,1,85,85,Chualar,36.56944,-121.51387
684954,1572155413,1572210024,15.17,1,4,22,Anderson,40.45845,-122.23896
684955,1572155413,1572295150,38.82,1,52,52,Los Gatos,37.23919,-122.00611
684956,1572155413,1572287203,36.61,1,473,473,San Bruno,37.6321,-122.4601
684957,1572155413,1572162624,2.0,1,1,1,Redway,40.11752,-123.82019
684958,1572155413,1572295150,38.82,1,15,15,Los Gatos,37.23381,-122.00475
684959,1572155413,1572273034,32.67,1,24,24,Bridgeville,40.46928,-123.70108
684960,1572155413,1572481827,90.67,1,514,514,Glen Ellen,38.38369,-122.52777
684961,1572155413,1572307313,42.19,1,324,2398,Grass Valley,39.23136,-121.0345
684962,1572155413,1572302743,40.92,1,294,294,El Cerrito,37.90398,-122.29145
684963,1572155413,1572301600,40.61,1,1126,1126,San Bruno,37.63523,-122.46888
684964,1572155413,1572286448,36.4,1,105,105,Monte Sereno,37.23654000000001,-121.99247
684965,1572155413,1572156014,0.17,1,1,1,Soledad,36.47254,-121.4717
684966,1572155413,1572559249,112.18,1,530,530,Glen Ellen,38.36565,-122.52749
684968,1572155413,1572287969,36.82,1,380,380,San Bruno,37.63483,-122.4692
684969,1572155413,1572273034,32.67,1,31,37,Bridgeville,40.45231,-123.65387
684970,1572155413,1572286448,36.4,1,88,88,Monte Sereno,37.23509,-121.99112
684971,1572155413,1572156014,0.17,1,213,213,Gonzales,36.53015,-121.4747
684972,1572155413,1572304221,41.34,1,463,463,El Cerrito,37.91165,-122.29728
684973,1572155413,1572299595,40.05,1,96,96,Santa Cruz,37.13124000000001,-122.17239
684974,1572155413,1572557438,111.67,1,1151,1155,Glen Ellen,38.34429,-122.51447
684975,1572155413,1572309628,42.84,1,1169,1169,San Bruno,37.63207,-122.43761
684976,1572155413,1572558019,111.83,1,90,90,Sonoma,38.32952,-122.50962
684977,1572155413,1572156014,0.17,1,323,323,Gonzales,36.5133,-121.4341
684978,1572155413,1572156014,0.17,1,423,423,Gonzales,36.52081,-121.44539
684979,1572155413,1572298052,39.62,1,1,1825,Santa Cruz,37.13124000000001,-122.17229
684980,1572155413,1572157813,0.67,1,1,1,Novato,38.10227,-122.57066
684981,1572155413,1572293454,38.34,1,713,1652,Santa Cruz,36.9956,-122.01896
684982,1572155413,1572303743,41.2,1,224,224,San Bruno,37.6334,-122.42846000000002
684983,1572155413,1572571820,115.67,1,91,91,Glen Ellen,38.35796,-122.52563
684984,1572155413,1572156014,0.17,1,1,1,American Canyon,38.16718,-122.2559
684985,1572155413,1572394842,66.51,1,486,486,Tamalpais-Homestead Valley,37.8868,-122.52473
684986,1572155413,1572305449,41.68,1,0,3581,Garberville,40.1034,-123.7499
684987,1572155413,1572162624,2.0,1,2,2,Garberville,40.11335,-123.73633
684988,1572155413,1572162624,2.0,1,8,8,Alderpoint,40.12047000000001,-123.69355
684989,1572155413,1572162624,2.0,1,10,10,Piercy,39.91964,-123.76747
684990,1572155413,1572162624,2.0,1,3,3,Piercy,39.9635,-123.78567
684991,1572155413,1572162624,2.0,1,15,15,Piercy,39.91805,-123.76715
684992,1572155413,1572162624,2.0,1,7,7,Leggett,39.88844,-123.74702
684993,1572155413,1572162624,2.0,1,1,1,Leggett,39.86274,-123.71506
684994,1572155413,1572162624,2.0,1,3,3,Leggett,39.86598,-123.73611
684995,1572155413,1572162624,2.0,1,1,1,Leggett,39.8637,-123.71525
684996,1572155413,1572162624,2.0,1,5,5,Leggett,39.8886,-123.74786
684997,1572155413,1572162624,2.0,1,9,9,Piercy,39.91884,-123.76567
684998,1572155413,1572162624,2.0,1,2,2,Piercy,39.95565,-123.77677
684999,1572155413,1572162624,2.0,1,2,2,Piercy,39.96158,-123.78076
685000,1572155413,1572162624,2.0,1,6,6,Garberville,40.01929000000001,-123.79601
685001,1572155413,1572162624,2.0,1,2,2,Garberville,40.06063,-123.72953
685002,1572155413,1572162624,2.0,1,1,1,Redway,40.12017,-123.82465
685003,1572155413,1572162624,2.0,1,1,1,Redway,40.12315,-123.8282
685004,1572155413,1572162624,2.0,1,5,5,Redway,40.12461,-123.82751
685005,1572155413,1572162624,2.0,1,1,1,Redway,40.12418,-123.82857
685006,1572155413,1572162624,2.0,1,2,2,Redway,40.12006,-123.91189
685007,1572155413,1572162624,2.0,1,2,2,Garberville,40.20104,-124.10125
685008,1572155413,1572162624,2.0,1,1,1,Whitethorn,40.05572,-123.97464
685009,1572155413,1572162624,2.0,1,1,1,Whitethorn,40.05784,-123.97843
685010,1572155413,1572162624,2.0,1,1,1,Whitethorn,40.05423,-123.97421
685011,1572155413,1572162624,2.0,1,1,1,Whitethorn,40.05947000000001,-123.97054
685012,1572155413,1572162624,2.0,1,1,1,Whitethorn,40.0286,-123.94811
685013,1572155413,1572162624,2.0,1,67,67,Whitethorn,40.02544,-123.9463
685014,1572155413,1572162624,2.0,1,2,2,Redway,40.12246,-123.8894
685015,1572155413,1572162624,2.0,1,3,3,Myers Flat,40.19878,-123.77261
685016,1572155413,1572162624,2.0,1,8,8,Myers Flat,40.20068,-123.77534
685017,1572155413,1572162624,2.0,1,7,7,Redway,40.12469,-123.82594
685018,1572155413,1572292044,37.95,1,0,2486,Willow Creek,40.94808,-123.62891
685019,1572155413,1572163826,2.34,1,1,1,Willow Creek,40.95116,-123.6261
685020,1572155413,1572163826,2.34,1,10,10,Willow Creek,40.95053,-123.62729
685021,1572155413,1572163826,2.34,1,5,5,Willow Creek,40.92002,-123.6987
685022,1572155413,1572163826,2.34,1,2,2,Blue Lake,40.90113,-123.74667
685023,1572155413,1572163826,2.34,1,16,16,Blue Lake,40.88569,-123.77192
685024,1572155413,1572163826,2.34,1,2,2,Blue Lake,40.93907,-123.86033
685025,1572155413,1572163826,2.34,1,5,5,Blue Lake,40.9609,-123.83604
685026,1572155413,1572163826,2.34,1,2,2,Blue Lake,41.00818,-123.86193
685027,1572155413,1572163826,2.34,1,1,1,Blue Lake,41.00721,-123.86127
685028,1572155413,1572163826,2.34,1,6,6,Blue Lake,40.9198,-123.83335
685029,1572155413,1572163826,2.34,1,2,2,Willow Creek,40.9425,-123.69069
685030,1572155413,1572163826,2.34,1,1,1,Willow Creek,40.94192,-123.68913
685031,1572155413,1572163826,2.34,1,2,2,Willow Creek,40.94777,-123.68903
685032,1572155413,1572163826,2.34,1,2,2,Willow Creek,41.00533,-123.64624
685033,1572155413,1572163826,2.34,1,1,1,Willow Creek,40.9204,-123.62149
685034,1572155413,1572163826,2.34,1,1,1,Salyer,40.89321,-123.58662
685035,1572155413,1572163826,2.34,1,1,1,Salyer,40.90098,-123.57742
685036,1572155413,1572163826,2.34,1,18,18,Burnt Ranch,40.78961,-123.44323
685037,1572155413,1572163826,2.34,1,27,27,Burnt Ranch,40.77892,-123.33085
685038,1572155413,1572163826,2.34,1,48,48,Salyer,40.88892,-123.59275
685039,1572155413,1572163826,2.34,1,1,1,Salyer,40.91829,-123.61123
685040,1572155413,1572163826,2.34,1,1,1,Willow Creek,40.91449,-123.61752
685041,1572155413,1572163826,2.34,1,33,33,Willow Creek,40.91674,-123.62175
685042,1572155413,1572163826,2.34,1,2,2,Myers Flat,40.28398,-123.84146
685043,1572155413,1572331228,48.84,1,0,160,Myers Flat,40.28294,-123.83684
685044,1572155413,1572163826,2.34,1,1,1,Myers Flat,40.30923,-123.90834
685045,1572155413,1572163826,2.34,1,5,5,Myers Flat,40.30869000000001,-123.90794
685046,1572155413,1572163826,2.34,1,10,10,Myers Flat,40.30855,-123.90686
685047,1572155413,1572163826,2.34,1,1,1,Weott,40.32358,-123.92089
685048,1572155413,1572163826,2.34,1,1,1,Weott,40.32245,-123.9194
685049,1572155413,1572163826,2.34,1,16,16,Weott,40.32372,-123.92223
685050,1572155413,1572163826,2.34,1,1,1,Weott,40.32305,-123.9228
685051,1572155413,1572163826,2.34,1,22,22,Redcrest,40.33799000000001,-123.91241
685052,1572155413,1572163826,2.34,1,4,4,Weott,40.32321,-123.92187
685053,1572155413,1572163826,2.34,1,57,57,Weott,40.3206,-123.92035
685054,1572155413,1572163826,2.34,1,2,2,Myers Flat,40.28508,-123.84416
685055,1572155413,1572163826,2.34,1,2,2,Myers Flat,40.31276,-123.79732
685056,1572155413,1572163826,2.34,1,3,3,Myers Flat,40.31432,-123.79988
685057,1572155413,1572163826,2.34,1,11,11,Redcrest,40.31937,-123.81188
685058,1572155413,1572163826,2.34,1,2,2,Myers Flat,40.26103,-123.82955
685059,1572155413,1572163826,2.34,1,1,1,Myers Flat,40.23884,-123.83646
685060,1572155413,1572163826,2.34,1,1,1,Myers Flat,40.22861,-123.8567
685061,1572155413,1572163826,2.34,1,3,3,Myers Flat,40.22859,-123.85138
685062,1572155413,1572163826,2.34,1,2,2,Myers Flat,40.22858,-123.84791
685063,1572155413,1572163826,2.34,1,1,1,Myers Flat,40.21068,-123.89049
685064,1572155413,1572163826,2.34,1,4,4,Myers Flat,40.20401,-123.90038
685065,1572155413,1572163826,2.34,1,394,394,Myers Flat,40.22348,-123.82626
685066,1572155413,1572163826,2.34,1,2,2,Myers Flat,40.28248,-123.82749
685067,1572155413,1572309628,42.84,1,1,22,Gilroy,36.99393,-121.48789
685068,1572155413,1572163826,2.34,1,1,1,Hoopa,41.05566,-123.68043
685069,1572155413,1572292044,37.95,1,0,1,Hoopa,41.05423,-123.67848
685070,1572155413,1572286448,36.4,1,1,1,Gilroy,36.97959,-121.57939
685071,1572155413,1572163826,2.34,1,1,1,Hoopa,41.04679,-123.67615
685072,1572155413,1572163826,2.34,1,1,1,Hoopa,41.04693,-123.67579
685073,1572155413,1572163826,2.34,1,38,38,Hoopa,41.04821,-123.67598999999998
685074,1572155413,1572302743,40.92,1,1,1,Seacliff,36.97194,-121.90707
685075,1572155413,1572163826,2.34,1,1,1,Hoopa,41.18806,-123.70852
685076,1572155413,1572163826,2.34,1,1,1,Hoopa,41.18431,-123.70499
685077,1572155413,1572163826,2.34,1,2,2,Hoopa,41.19479000000001,-123.72081
685078,1572155413,1572163826,2.34,1,5,5,Hoopa,41.19148,-123.68602
685079,1572155413,1572163826,2.34,1,3,3,Hoopa,41.18969,-123.68819
685080,1572155413,1572282659,35.35,1,138,138,Redwood City,37.46852,-122.25057
685081,1572155413,1572163826,2.34,1,2,2,Alderpoint,40.2295,-123.58195
685082,1572155413,1572163826,2.34,1,2,2,Alderpoint,40.24392,-123.58542
685083,1572155413,1572318627,45.34,1,15,15,Redwood City,37.46392,-122.24718
685084,1572155413,1572213020,16.0,1,15,15,Corning,39.89563,-122.1977
685085,1572155413,1572299595,40.05,1,34,34,Saratoga,37.26127,-122.03612
685086,1572155413,1572201620,12.84,1,241,241,Cottonwood,40.39726,-122.2675
685087,1572155413,1572155413,0.0,1,1,1,San Francisco,37.75648,-122.41889
685088,1572155413,1572303277,41.07,1,19,19,Concord,37.967,-121.96164
685089,1572155413,1572303277,41.07,1,5,23,Concord,37.96121,-121.94914
685090,1572155413,1572156014,0.17,1,1,1,Concord,37.96166,-121.94849
685091,1572155413,1572287203,36.61,1,24,24,Berkeley,37.86794,-122.25038
685092,1572155413,1572306030,41.84,1,28,28,Berkeley,37.8786,-122.26284
685093,1572155413,1572301123,40.48,1,1,17,Berkeley,37.88598,-122.26681
685094,1572155413,1572306030,41.84,1,1,1,Berkeley,37.89248,-122.26826
685095,1572155413,1572303743,41.2,1,1,1,Berkeley,37.89365,-122.2694
685096,1572155413,1572306030,41.84,1,1,1,Berkeley,37.89349,-122.26725
685097,1572155413,1572174627,5.34,1,1,1,Berkeley,37.86682,-122.31233
685098,1572155413,1572312016,43.5,1,1,1,Oakland,37.73478,-122.13895
685099,1572155413,1572312016,43.5,1,23,23,Oakland,37.73514,-122.13945
685101,1572155413,1572163826,2.34,1,1,1,San Anselmo,37.97727,-122.5742
685102,1572155413,1572163216,2.17,1,1,1,Kentfield,37.9536,-122.54203
685103,1572155413,1572297013,39.33,1,831,831,San Bruno,37.61608,-122.43873
685104,1572155413,1572303743,41.2,1,192,192,El Cerrito,37.91277,-122.29843
685105,1572155413,1572559835,112.34,1,59,59,Sonoma,38.32797,-122.52223
685106,1572155413,1572160815,1.5,1,1,13,Red Bluff,40.18119,-122.23301
685107,1572155413,1572312016,43.5,1,970,970,San Bruno,37.63242,-122.45287
685108,1572155413,1572395423,66.67,1,563,563,Tamalpais-Homestead Valley,37.88002,-122.52779
685109,1572155413,1572410427,70.84,1,218,232,Novato,38.0957,-122.60209
685110,1572155413,1572306622,42.0,1,292,292,Redwood City,37.46634,-122.24869
685111,1572155413,1572198015,11.83,1,1,7,Red Bluff,40.16758,-122.24731
685112,1572155413,1572160815,1.5,1,9,9,Red Bluff,40.17971,-122.23
685113,1572155413,1572297013,39.33,1,260,260,San Bruno,37.61522,-122.43846
685114,1572155413,1572303743,41.2,1,57,57,El Cerrito,37.91695,-122.29246
685115,1572155413,1572160815,1.5,1,1,5,Red Bluff,40.18153,-122.2321
685116,1572155413,1572312016,43.5,1,759,759,San Bruno,37.63529000000001,-122.45631000000002
685117,1572155413,1572307834,42.34,1,2,2,Concord,37.94094000000001,-121.96038
685118,1572155413,1572303277,41.07,1,52,52,Ben Lomond,37.10276,-122.14133
685119,1572155413,1572162624,2.0,1,1,1,San Rafael,37.96965,-122.52998999999998
685120,1572155413,1572409835,70.67,1,1061,1061,Novato,38.10801,-122.59244
685121,1572155413,1572162013,1.83,1,1,1,Novato,38.05918,-122.52192
685122,1572155413,1572395423,66.67,1,573,593,Tamalpais-Homestead Valley,37.8784,-122.53418
685123,1572155413,1572477616,89.5,1,9,9,Capay,38.7076,-122.08362
685124,1572155413,1572555039,111.01,1,57,527,Glen Ellen,38.38369,-122.52782
685125,1572155413,1572306030,41.84,1,7,7,Milpitas,37.46903,-121.84709
685126,1572155413,1572312016,43.5,1,1770,1770,South San Francisco,37.64001,-122.46075
685127,1572155413,1572307834,42.34,1,13,13,Concord,37.94125,-121.95756000000002
685128,1572155413,1572304819,41.5,1,404,404,Berkeley,37.88498,-122.25451
685129,1572155413,1572156014,0.17,1,242,242,Lafayette,37.911,-122.10083
685130,1572155413,1572307313,42.19,1,275,1336,Grass Valley,39.19944,-121.01726
685131,1572155413,1572474018,88.5,1,179,179,Ukiah,39.17649,-123.21215
685132,1572155413,1572297657,39.51,1,544,544,San Bruno,37.60871,-122.43093
685133,1572155413,1572306030,41.84,1,10,10,Sunol,37.48807,-121.85509
685135,1572155413,1572304221,41.34,1,822,822,Santa Cruz,36.97676,-122.03176
685136,1572155413,1572301123,40.48,1,26,8145,Aptos,36.9794,-121.86707
685137,1572155413,1572299595,40.05,1,205,205,Santa Cruz,37.10859,-122.14387
685138,1572155413,1572483644,91.18,1,1134,1838,Sonoma,38.34242,-122.49675
685139,1572155413,1572478219,89.67,1,4,4,Capay,38.73214,-122.12637
685140,1572155413,1572299595,40.05,1,2,2,Pleasanton,37.66085,-121.83286
685141,1572155413,1572307313,42.19,1,1,1,Clayton,37.92503,-121.91435
685142,1572155413,1572480615,90.33,1,13,14,Pioneer,38.44886,-120.49265
685143,1572155413,1572306030,41.84,1,18,18,Sunol,37.4871,-121.85524
685144,1572155413,1572312016,43.5,1,635,796,Grass Valley,39.19083,-120.99984
685145,1572155413,1572156014,0.17,1,421,421,Soledad,36.44224000000001,-121.32527
685146,1572155413,1572304819,41.5,1,791,791,Berkeley,37.88497,-122.25437
685147,1572155413,1572478219,89.67,1,17,17,Brooks,38.73928,-122.14966
685148,1572155413,1572306030,41.84,1,2,2,Milpitas,37.43998,-121.82655
685149,1572155413,1572447022,81.0,1,2,2,Novato,38.13503,-122.6865
685150,1572155413,1572299595,40.05,1,454,589,Boulder Creek,37.12485,-122.12501
685151,1572155413,1572297657,39.51,1,698,885,Santa Cruz,36.97535,-122.03582
685153,1572155413,1572463831,85.67,1,16,106,Larkfield-Wikiup,38.51464,-122.76051
685154,1572155413,1572293454,38.34,1,40,40,San Jose,37.43039,-121.80279
685155,1572155413,1572156014,0.17,1,1,1,Gonzales,36.5131,-121.44306
685156,1572155413,1572163826,2.34,1,1,1,Westhaven-Moonstone,41.04115,-124.10539
685160,1572155413,1572478219,89.67,1,11,11,Brooks,38.76703,-122.16515
685164,1572155413,1572299595,40.05,1,17,17,Saratoga,37.26052,-122.0324
685165,1572155413,1572167421,3.34,1,1,1,San Rafael,38.01975,-122.56912
685166,1572155413,1572301123,40.48,1,12,12,San Jose,37.41627,-121.77933
685167,1572155413,1572409258,70.51,1,216,216,Novato,38.11207,-122.59316
685168,1572155413,1572297657,39.51,1,486,486,Santa Cruz,36.97533,-122.0518
685169,1572155413,1572301123,40.48,1,21,21,San Jose,37.41401,-121.77998
685170,1572155413,1572305449,41.68,1,6,6,Saratoga,37.26287,-122.03768
685171,1572155413,1572396015,66.83,1,391,796,Boulder Creek,37.12782,-122.12288
685172,1572155413,1572155413,0.0,1,702,702,Hillsborough,37.55271,-122.37558
685173,1572155413,1572409258,70.51,1,46,46,Novato,38.10869,-122.59303
685174,1572155413,1572478219,89.67,1,145,152,Guinda,38.87073,-122.22135
685175,1572155413,1572162013,1.83,1,1,1,Novato,38.10415,-122.57445
685176,1572155413,1572307313,42.19,1,2,2,Clayton,37.92597,-121.91769
685177,1572155413,1572305449,41.68,1,83,83,Saratoga,37.26343,-122.03762
685178,1572155413,1572409258,70.51,1,130,130,Novato,38.11016,-122.59919
685179,1572155413,1572163826,2.34,1,1,131,Red Bluff,40.17984000000001,-122.22942
685180,1572155413,1572299595,40.05,1,2,2,El Cerrito,37.9045,-122.29082
685181,1572155413,1572297657,39.51,1,144,2103,Santa Cruz,36.96142,-122.05273
685182,1572155413,1572305449,41.68,1,147,639,Boulder Creek,37.12841,-122.12216
685183,1572155413,1572305449,41.68,1,9,9,Saratoga,37.26498,-122.04146
685184,1572155413,1572409835,70.67,1,139,139,Novato,38.10597,-122.58982
685185,1572155413,1572315620,44.5,1,153,153,Livermore,37.6634,-121.68025
685186,1572156014,1572158431,0.67,1,1,1,Oakland,37.76103,-122.15655
685187,1572156014,1572302743,40.76,1,1,1,El Cerrito,37.90453,-122.29219
685188,1572156014,1572156014,0.0,1,21,21,Gonzales,36.50169,-121.44105
685189,1572156014,1572156014,0.0,1,1,1,Gonzales,36.50314,-121.44288
685190,1572156014,1572156014,0.0,1,1,1,Gonzales,36.50437,-121.44133
685191,1572156014,1572156014,0.0,1,1,1,Gonzales,36.50532000000001,-121.44117
685192,1572156014,1572295150,38.65,1,0,1894,Gonzales,36.50683,-121.44288
685193,1572156014,1572156014,0.0,1,126,126,Gonzales,36.50489,-121.4406
685194,1572156014,1572156014,0.0,1,16,16,Gonzales,36.50257,-121.43998
685195,1572156014,1572156014,0.0,1,1,1,Gonzales,36.49722,-121.43968999999998
685196,1572156014,1572156014,0.0,1,1,1,Gonzales,36.50546,-121.44281
685197,1572156014,1572156014,0.0,1,1,1,Gonzales,36.50765,-121.44398
685198,1572156014,1572156014,0.0,1,1,1,Gonzales,36.5128,-121.43844
685199,1572156014,1572156014,0.0,1,1,1,Gonzales,36.50859000000001,-121.4433
685200,1572156014,1572156014,0.0,1,1,1,Gonzales,36.51497,-121.43939
685201,1572156014,1572156014,0.0,1,137,137,Gonzales,36.51618,-121.43613
685202,1572156014,1572156014,0.0,1,20,20,Gonzales,36.50547,-121.43753
685203,1572156014,1572156014,0.0,1,1,1,Gonzales,36.50938,-121.44426
685204,1572156014,1572156014,0.0,1,14,14,Gonzales,36.50501,-121.44247
685205,1572156014,1572165627,2.67,1,1,1,McKinleyville,40.92503,-124.02167
685206,1572156014,1572165627,2.67,1,1,1,McKinleyville,40.92147,-124.02215
685207,1572156014,1572165627,2.67,1,1,1,McKinleyville,40.92421,-124.02085
685208,1572156014,1572165627,2.67,1,4,4,McKinleyville,40.9324,-124.01121
685209,1572156014,1572165627,2.67,1,1,1,McKinleyville,40.93846,-124.00788
685210,1572156014,1572165627,2.67,1,2,2,Fieldbrook,40.98333,-124.02768
685211,1572156014,1572165627,2.67,1,25,25,Fieldbrook,40.97876,-124.0372
685212,1572156014,1572165627,2.67,1,2,2,Fieldbrook,40.97725,-124.02662
685213,1572156014,1572165627,2.67,1,2,2,Fieldbrook,40.97158,-124.00626
685214,1572156014,1572165627,2.67,1,1,1,Fieldbrook,40.97087,-124.00927
685215,1572156014,1572165627,2.67,1,2,2,McKinleyville,40.9412,-124.01972
685216,1572156014,1572165627,2.67,1,2,2,McKinleyville,40.9234,-124.01121
685217,1572156014,1572165627,2.67,1,1,1,McKinleyville,40.91495,-124.03941
685218,1572156014,1572165627,2.67,1,1,1,McKinleyville,40.91474,-124.0409
685219,1572156014,1572165627,2.67,1,3,3,McKinleyville,40.91357,-124.03958
685220,1572156014,1572165627,2.67,1,4,4,McKinleyville,40.91158,-124.0404
685221,1572156014,1572165627,2.67,1,3,3,McKinleyville,40.90894,-124.04038
685222,1572156014,1572165627,2.67,1,1,1,Arcata,40.89897,-124.03166
685223,1572156014,1572165627,2.67,1,1,1,Blue Lake,40.88389,-123.9968
685224,1572156014,1572156014,0.0,1,2,2,McKinleyville,40.89752,-123.99248
685225,1572156014,1572156014,0.0,1,2,2,McKinleyville,40.89972,-123.99001
685226,1572156014,1572165627,2.67,1,1,92,McKinleyville,40.89754,-123.99398
685227,1572156014,1572156014,0.0,1,2,2,McKinleyville,40.89512,-123.97868
685228,1572156014,1572156014,0.0,1,3,3,McKinleyville,40.89514000000001,-123.98803999999998
685229,1572156014,1572162624,1.84,1,16,16,Arcata,40.86698,-124.07779
685230,1572156014,1572162624,1.84,1,1,1,Arcata,40.88099,-124.07886
685231,1572156014,1572295150,38.65,1,0,11695,Arcata,40.86742,-124.07371
685232,1572156014,1572162624,1.84,1,72,72,Arcata,40.86857,-124.07679
685233,1572156014,1572162624,1.84,1,1,1,Arcata,40.85893,-124.06158
685234,1572156014,1572162624,1.84,1,1,1,Arcata,40.8601,-124.06218
685235,1572156014,1572162624,1.84,1,1,1,Arcata,40.86121,-124.0601
685236,1572156014,1572162624,1.84,1,2,2,Arcata,40.83689,-124.02325
685237,1572156014,1572162624,1.84,1,1,1,Arcata,40.83378,-124.00901
685238,1572156014,1572162624,1.84,1,2,2,Arcata,40.79181,-123.96985
685239,1572156014,1572162624,1.84,1,1,1,Arcata,40.87125,-124.08481
685240,1572156014,1572162624,1.84,1,177,177,Arcata,40.86606,-124.08164
685241,1572156014,1572162624,1.84,1,2,2,Kneeland,40.77183,-124.00138
685242,1572156014,1572162624,1.84,1,3,3,Kneeland,40.77348,-124.00168
685243,1572156014,1572162624,1.84,1,15,15,Bayside,40.80783,-124.02174
685244,1572156014,1572162624,1.84,1,2,2,Kneeland,40.79925,-124.03702
685245,1572156014,1572162624,1.84,1,5,5,Kneeland,40.79815,-124.03527
685246,1572156014,1572162624,1.84,1,2,2,Kneeland,40.79712,-124.03666
685247,1572156014,1572162624,1.84,1,1,243,Eureka,40.79756,-124.08718
685248,1572156014,1572162624,1.84,1,1,1,Indianola,40.80602,-124.09341
685249,1572156014,1572162624,1.84,1,1,1,Arcata,40.89894,-124.09459
685250,1572156014,1572162624,1.84,1,1,1,Arcata,40.89059,-124.1417
685251,1572156014,1572162624,1.84,1,3,3,Arcata,40.91564,-124.12094
685252,1572156014,1572162624,1.84,1,1,1,McKinleyville,40.93634,-124.11136
685253,1572156014,1572162624,1.84,1,1,1,McKinleyville,40.93477,-124.12643
685254,1572156014,1572162624,1.84,1,1,1,McKinleyville,40.93104,-124.12016
685255,1572156014,1572162624,1.84,1,1,1,Arcata,40.90188,-124.09616
685256,1572156014,1572162624,1.84,1,1,1,Arcata,40.87666,-124.11761
685257,1572156014,1572162624,1.84,1,1,1,Arcata,40.87345,-124.1025
685258,1572156014,1572295150,38.65,1,0,7111,Arcata,40.90522,-124.07218
685259,1572156014,1572163826,2.17,1,330,330,McKinleyville,40.9361,-124.09949
685260,1572156014,1572163826,2.17,1,1,1,McKinleyville,40.92139,-124.09182
685261,1572156014,1572163826,2.17,1,1,1,McKinleyville,40.92076,-124.09126
685262,1572156014,1572163826,2.17,1,8,8,McKinleyville,40.92335,-124.08594
685263,1572156014,1572163826,2.17,1,1,1,McKinleyville,40.92264,-124.08976
685264,1572156014,1572163826,2.17,1,1,1,McKinleyville,40.92,-124.08066
685265,1572156014,1572163826,2.17,1,1,1,McKinleyville,40.92012,-124.0738
685266,1572156014,1572163826,2.17,1,22,22,McKinleyville,40.91636,-124.07347
685267,1572156014,1572163826,2.17,1,1,1,McKinleyville,40.91272,-124.04786
685268,1572156014,1572163826,2.17,1,1,1,Arcata,40.89306,-124.04185
685269,1572156014,1572163826,2.17,1,1,1,Arcata,40.89425,-124.03322
685270,1572156014,1572163826,2.17,1,3,3,McKinleyville,40.91489,-124.04951
685271,1572156014,1572163826,2.17,1,34,34,Arcata,40.9052,-124.07653
685272,1572156014,1572163826,2.17,1,1110,1110,Arcata,40.90507,-124.07208
685273,1572156014,1572163826,2.17,1,3714,3714,Arcata,40.90507,-124.07222
685274,1572156014,1572293454,38.18,1,0,1482,Trinidad,41.05772,-124.12834
685275,1572156014,1572163826,2.17,1,1,1,Trinidad,41.0585,-124.14473
685276,1572156014,1572163826,2.17,1,133,133,Trinidad,41.11276,-124.15625
685277,1572156014,1572163826,2.17,1,1,1,Trinidad,41.09297,-124.15646
685278,1572156014,1572163826,2.17,1,29,29,Trinidad,41.09241,-124.15362
685279,1572156014,1572163826,2.17,1,2,2,Westhaven-Moonstone,41.06585,-124.11504
685280,1572156014,1572163826,2.17,1,1,1,Westhaven-Moonstone,41.04919,-124.11619
685281,1572156014,1572295150,38.65,1,0,1,Orick,41.2323,-124.05665
685282,1572156014,1572163826,2.17,1,2,2,Trinidad,41.20998,-124.09045
685283,1572156014,1572163826,2.17,1,1,2,Orick,41.32368,-124.03758
685284,1572156014,1572163826,2.17,1,6,6,Orick,41.3252,-124.03699
685285,1572156014,1572163826,2.17,1,1,1,Orick,41.36266,-124.02434
685286,1572156014,1572163826,2.17,1,1,1,Arcata,40.75844,-123.96381
685287,1572156014,1572303277,40.91,1,0,1,Kneeland,40.72692,-123.87405
685288,1572156014,1572163826,2.17,1,1,1,Korbel,40.73917,-123.95661
685289,1572156014,1572163826,2.17,1,1,1,Kneeland,40.73146,-123.97527
685290,1572156014,1572163826,2.17,1,2,2,Korbel,40.74765,-123.96552
685291,1572156014,1572303743,41.04,1,49,49,Saratoga,37.26487,-122.04358
685292,1572156014,1572409835,70.51,1,50,50,Novato,38.09471,-122.60307
685293,1572156014,1572396015,66.67,1,99,155,Boulder Creek,37.1319,-122.10949
685295,1572156014,1572168020,3.33,1,1,1,San Rafael,38.00177,-122.54935
685297,1572156014,1572163826,2.17,1,130,1323,Soledad,36.43168,-121.32511
685298,1572156014,1572156014,0.0,1,117,117,Hillsborough,37.55271,-122.37558
685299,1572156014,1572299595,39.88,1,25,25,El Sobrante,37.97975,-122.29133
